code wahlberechtigte waehler nichtwaehler wahlbeteiligung_pct gemeinde art_der_stimme ungueltige_stimmen ungueltige_stimmen_pct gueltige_stimmen csu_absolut csu spd_absolut spd gruene_absolut gruene linke_absolut linke sonstige_absolut sonstige jahr region
278147 505 362 143 71.7 Loitzendorf E 5 1.4 357 243 68.1 57 16 8 2.2 8 2.2 41 11.5 2013 gemeinde
278147 505 362 143 71.7 Loitzendorf Z 4 1.1 358 227 63.4 49 13.7 12 3.4 17 4.7 53 14.8 2013 gemeinde
572139 1621 1125 496 69.4 Lonnerstadt, M E 13 1.2 1112 524 47.1 273 24.6 52 4.7 52 4.7 211 19 2013 gemeinde
572139 1621 1125 496 69.4 Lonnerstadt, M Z 13 1.2 1112 456 41 272 24.5 77 6.9 52 4.7 255 22.9 2013 gemeinde
477135 824 632 192 76.7 Ludwigschorgast, M E 6 0.9 626 314 50.2 228 36.4 14 2.2 25 4 45 7.2 2013 gemeinde
477135 824 632 192 76.7 Ludwigschorgast, M Z 5 0.8 627 306 48.8 201 32.1 26 4.1 29 4.6 65 10.4 2013 gemeinde
476152 2831 1982 849 70 Ludwigsstadt, St E 22 1.1 1960 937 47.8 654 33.4 42 2.1 53 2.7 274 14 2013 gemeinde
476152 2831 1982 849 70 Ludwigsstadt, St Z 30 1.5 1952 869 44.5 713 36.5 58 3 71 3.6 241 12.3 2013 gemeinde
374133 2745 2054 691 74.8 Luhe-Wildenau, M E 15 0.7 2039 1201 58.9 413 20.3 51 2.5 49 2.4 325 15.9 2013 gemeinde
374133 2745 2054 691 74.8 Luhe-Wildenau, M Z 18 0.9 2036 1155 56.7 400 19.6 80 3.9 71 3.5 330 16.2 2013 gemeinde
678153 666 528 138 79.3 Lülsfeld E 3 0.6 525 354 67.4 86 16.4 14 2.7 13 2.5 58 11 2013 gemeinde
678153 666 528 138 79.3 Lülsfeld Z 4 0.8 524 321 61.3 78 14.9 20 3.8 9 1.7 96 18.3 2013 gemeinde
373143 1798 1336 462 74.3 Lupburg, M E 15 1.1 1321 898 68 193 14.6 76 5.8 20 1.5 134 10.1 2013 gemeinde
373143 1798 1336 462 74.3 Lupburg, M Z 8 0.6 1328 822 61.9 187 14.1 95 7.2 21 1.6 203 15.3 2013 gemeinde
773146 798 586 212 73.4 Lutzingen E 4 0.7 582 389 66.8 93 16 29 5 9 1.5 62 10.7 2013 gemeinde
773146 798 586 212 73.4 Lutzingen Z 4 0.7 582 351 60.3 85 14.6 24 4.1 8 1.4 114 19.6 2013 gemeinde
377139 1521 1109 412 72.9 Mähring, M E 10 0.9 1099 796 72.4 110 10 33 3 16 1.5 144 13.1 2013 gemeinde
377139 1521 1109 412 72.9 Mähring, M Z 8 0.7 1101 762 69.2 114 10.4 36 3.3 18 1.6 171 15.5 2013 gemeinde
776118 1208 714 494 59.1 Maierhöfen E 14 2 700 443 63.3 101 14.4 66 9.4 29 4.1 61 8.7 2013 gemeinde
776118 1208 714 494 59.1 Maierhöfen Z 14 2 700 382 54.6 93 13.3 90 12.9 19 2.7 116 16.6 2013 gemeinde
779176 937 736 201 78.5 Maihingen E 7 1 729 545 74.8 72 9.9 30 4.1 13 1.8 69 9.5 2013 gemeinde
779176 937 736 201 78.5 Maihingen Z 8 1.1 728 500 68.7 68 9.3 39 5.4 9 1.2 112 15.4 2013 gemeinde
671140 6524 4362 2162 66.9 Mainaschaff E 83 1.9 4279 2226 52 1194 27.9 274 6.4 154 3.6 431 10.1 2013 gemeinde
671140 6524 4362 2162 66.9 Mainaschaff Z 63 1.4 4299 2018 46.9 1054 24.5 297 6.9 180 4.2 750 17.4 2013 gemeinde
675144 1811 1337 474 73.8 Mainbernheim, St E 13 1 1324 618 46.7 412 31.1 85 6.4 34 2.6 175 13.2 2013 gemeinde
675144 1811 1337 474 73.8 Mainbernheim, St Z 11 0.8 1326 587 44.3 378 28.5 85 6.4 43 3.2 233 17.6 2013 gemeinde
273147 9672 6357 3315 65.7 Mainburg, St E 61 1 6296 3832 60.9 1037 16.5 358 5.7 180 2.9 889 14.1 2013 gemeinde
273147 9672 6357 3315 65.7 Mainburg, St Z 38 0.6 6319 3568 56.5 952 15.1 352 5.6 183 2.9 1264 20 2013 gemeinde
477136 5235 3588 1647 68.5 Mainleus, M E 36 1 3552 1739 49 1035 29.1 164 4.6 115 3.2 499 14 2013 gemeinde
477136 5235 3588 1647 68.5 Mainleus, M Z 42 1.2 3546 1677 47.3 862 24.3 232 6.5 150 4.2 625 17.6 2013 gemeinde
675146 1512 1078 434 71.3 Mainstockheim E 16 1.5 1062 458 43.1 327 30.8 83 7.8 41 3.9 153 14.4 2013 gemeinde
675146 1512 1078 434 71.3 Mainstockheim Z 8 0.7 1070 422 39.4 307 28.7 88 8.2 37 3.5 216 20.2 2013 gemeinde
179134 10020 7715 2305 77 Maisach E 56 0.7 7659 4224 55.2 1476 19.3 632 8.3 189 2.5 1138 14.9 2013 gemeinde
179134 10020 7715 2305 77 Maisach Z 49 0.6 7666 3801 49.6 1385 18.1 709 9.2 213 2.8 1558 20.3 2013 gemeinde
183126 1505 1153 352 76.6 Maitenbeth E 7 0.6 1146 735 64.1 135 11.8 111 9.7 18 1.6 147 12.8 2013 gemeinde
183126 1505 1153 352 76.6 Maitenbeth Z 3 0.3 1150 647 56.3 153 13.3 95 8.3 18 1.6 237 20.6 2013 gemeinde
275132 1007 661 346 65.6 Malching E 7 1.1 654 402 61.5 105 16.1 26 4 13 2 108 16.5 2013 gemeinde
275132 1007 661 346 65.6 Malching Z 2 0.3 659 382 58 105 15.9 25 3.8 12 1.8 135 20.5 2013 gemeinde
277131 941 625 316 66.4 Malgersdorf E 3 0.5 622 399 64.1 87 14 31 5 12 1.9 93 15 2013 gemeinde
277131 941 625 316 66.4 Malgersdorf Z 5 0.8 620 395 63.7 86 13.9 29 4.7 14 2.3 96 15.5 2013 gemeinde
278148 5127 3495 1632 68.2 Mallersdorf-Pfaffenberg, M E 36 1 3459 2049 59.2 410 11.9 74 2.1 60 1.7 866 25 2013 gemeinde
278148 5127 3495 1632 68.2 Mallersdorf-Pfaffenberg, M Z 36 1 3459 2059 59.5 451 13 106 3.1 78 2.3 765 22.1 2013 gemeinde
179136 3476 2577 899 74.1 Mammendorf E 15 0.6 2562 1517 59.2 410 16 227 8.9 47 1.8 361 14.1 2013 gemeinde
179136 3476 2577 899 74.1 Mammendorf Z 7 0.3 2570 1402 54.6 367 14.3 246 9.6 66 2.6 489 19 2013 gemeinde
279125 2282 1498 784 65.6 Mamming E 19 1.3 1479 838 56.7 228 15.4 57 3.9 27 1.8 329 22.2 2013 gemeinde
279125 2282 1498 784 65.6 Mamming Z 7 0.5 1491 849 56.9 210 14.1 69 4.6 23 1.5 340 22.8 2013 gemeinde
186137 8743 5582 3161 63.8 Manching, M E 57 1 5525 3265 59.1 1038 18.8 284 5.1 179 3.2 759 13.7 2013 gemeinde
186137 8743 5582 3161 63.8 Manching, M Z 49 0.9 5533 3132 56.6 914 16.5 280 5.1 174 3.1 1033 18.7 2013 gemeinde
374134 2379 1719 660 72.3 Mantel, M E 17 1 1702 904 53.1 418 24.6 39 2.3 30 1.8 311 18.3 2013 gemeinde
374134 2379 1719 660 72.3 Mantel, M Z 15 0.9 1704 845 49.6 415 24.4 69 4 38 2.2 337 19.8 2013 gemeinde
679161 2575 2114 461 82.1 Margetshöchheim E 17 0.8 2097 949 45.3 621 29.6 236 11.3 57 2.7 234 11.2 2013 gemeinde
679161 2575 2114 461 82.1 Margetshöchheim Z 17 0.8 2097 875 41.7 565 26.9 264 12.6 75 3.6 318 15.2 2013 gemeinde
278149 1115 726 389 65.1 Mariaposching E 10 1.4 716 424 59.2 106 14.8 14 2 15 2.1 157 21.9 2013 gemeinde
278149 1115 726 389 65.1 Mariaposching Z 6 0.8 720 383 53.2 102 14.2 22 3.1 22 3.1 191 26.5 2013 gemeinde
279126 2967 1944 1023 65.5 Marklkofen E 35 1.8 1909 1093 57.3 367 19.2 100 5.2 42 2.2 307 16.1 2013 gemeinde
279126 2967 1944 1023 65.5 Marklkofen Z 14 0.7 1930 1070 55.4 325 16.8 102 5.3 43 2.2 390 20.2 2013 gemeinde
577149 1037 770 267 74.3 Markt Berolzheim, M E 6 0.8 764 351 45.9 250 32.7 73 9.6 30 3.9 60 7.9 2013 gemeinde
577149 1037 770 267 74.3 Markt Berolzheim, M Z 3 0.4 767 293 38.2 215 28 117 15.3 27 3.5 115 15 2013 gemeinde
575144 1476 1072 404 72.6 Markt Bibart, M E 10 0.9 1062 657 61.9 210 19.8 67 6.3 24 2.3 104 9.8 2013 gemeinde
575144 1476 1072 404 72.6 Markt Bibart, M Z 14 1.3 1058 560 52.9 243 23 63 6 30 2.8 162 15.3 2013 gemeinde
675148 973 670 303 68.9 Markt Einersheim, M E 6 0.9 664 299 45 190 28.6 59 8.9 20 3 96 14.5 2013 gemeinde
675148 973 670 303 68.9 Markt Einersheim, M Z 2 0.3 668 291 43.6 192 28.7 50 7.5 25 3.7 110 16.5 2013 gemeinde
575145 4324 3133 1191 72.5 Markt Erlbach, M E 21 0.7 3112 1714 55.1 697 22.4 252 8.1 91 2.9 358 11.5 2013 gemeinde
575145 4324 3133 1191 72.5 Markt Erlbach, M Z 17 0.5 3116 1498 48.1 702 22.5 241 7.7 95 3 580 18.6 2013 gemeinde
174131 7316 5497 1819 75.1 Markt Indersdorf, M E 52 0.9 5445 3278 60.2 907 16.7 282 5.2 126 2.3 852 15.6 2013 gemeinde
174131 7316 5497 1819 75.1 Markt Indersdorf, M Z 38 0.7 5459 2984 54.7 874 16 345 6.3 133 2.4 1123 20.6 2013 gemeinde
575146 913 732 181 80.2 Markt Nordheim, M E 3 0.4 729 496 68 65 8.9 89 12.2 11 1.5 68 9.3 2013 gemeinde
575146 913 732 181 80.2 Markt Nordheim, M Z 6 0.8 726 425 58.5 89 12.3 64 8.8 15 2.1 133 18.3 2013 gemeinde
778168 2890 2078 812 71.9 Markt Rettenbach, M E 20 1 2058 1379 67 211 10.3 99 4.8 45 2.2 324 15.7 2013 gemeinde
778168 2890 2078 812 71.9 Markt Rettenbach, M Z 26 1.3 2052 1268 61.8 206 10 122 5.9 47 2.3 409 19.9 2013 gemeinde
175127 8664 6230 2434 71.9 Markt Schwaben, M E 34 0.5 6196 3137 50.6 1548 25 496 8 191 3.1 824 13.3 2013 gemeinde
175127 8664 6230 2434 71.9 Markt Schwaben, M Z 35 0.6 6195 2894 46.7 1314 21.2 576 9.3 220 3.6 1191 19.2 2013 gemeinde
575147 820 574 246 70 Markt Taschendorf, M E 5 0.9 569 343 60.3 89 15.6 44 7.7 23 4 70 12.3 2013 gemeinde
575147 820 574 246 70 Markt Taschendorf, M Z 8 1.4 566 303 53.5 98 17.3 36 6.4 16 2.8 113 20 2013 gemeinde
778169 1720 1133 587 65.9 Markt Wald, M E 14 1.2 1119 744 66.5 93 8.3 41 3.7 14 1.3 227 20.3 2013 gemeinde
778169 1720 1133 587 65.9 Markt Wald, M Z 16 1.4 1117 689 61.7 97 8.7 48 4.3 15 1.3 268 24 2013 gemeinde
575143 1223 939 284 76.8 Marktbergel, M E 10 1.1 929 563 60.6 146 15.7 99 10.7 22 2.4 99 10.7 2013 gemeinde
575143 1223 939 284 76.8 Marktbergel, M Z 12 1.3 927 435 46.9 197 21.3 77 8.3 31 3.3 187 20.2 2013 gemeinde
675147 2858 1991 867 69.7 Marktbreit, St E 24 1.2 1967 1018 51.8 447 22.7 168 8.5 65 3.3 269 13.7 2013 gemeinde
675147 2858 1991 867 69.7 Marktbreit, St Z 22 1.1 1969 915 46.5 426 21.6 171 8.7 70 3.6 387 19.7 2013 gemeinde
478143 1029 691 338 67.2 Marktgraitz, M E 7 1 684 441 64.5 125 18.3 17 2.5 18 2.6 83 12.1 2013 gemeinde
478143 1029 691 338 67.2 Marktgraitz, M Z 7 1 684 379 55.4 138 20.2 23 3.4 27 3.9 117 17.1 2013 gemeinde
677157 8463 5872 2591 69.4 Marktheidenfeld, St E 66 1.1 5806 2852 49.1 1120 19.3 449 7.7 251 4.3 1134 19.5 2013 gemeinde
677157 8463 5872 2591 69.4 Marktheidenfeld, St Z 61 1 5811 2694 46.4 1124 19.3 450 7.7 258 4.4 1285 22.1 2013 gemeinde
171123 2153 1559 594 72.4 Marktl, M E 15 1 1544 980 63.5 271 17.6 83 5.4 39 2.5 171 11.1 2013 gemeinde
171123 2153 1559 594 72.4 Marktl, M Z 17 1.1 1542 873 56.6 285 18.5 83 5.4 52 3.4 249 16.1 2013 gemeinde
477138 2776 1781 995 64.2 Marktleugast, M E 14 0.8 1767 1039 58.8 365 20.7 26 1.5 55 3.1 282 16 2013 gemeinde
477138 2776 1781 995 64.2 Marktleugast, M Z 14 0.8 1767 984 55.7 357 20.2 39 2.2 60 3.4 327 18.5 2013 gemeinde
479135 2683 1874 809 69.8 Marktleuthen, St E 17 0.9 1857 936 50.4 654 35.2 84 4.5 79 4.3 104 5.6 2013 gemeinde
479135 2683 1874 809 69.8 Marktleuthen, St Z 18 1 1856 801 43.2 594 32 88 4.7 89 4.8 284 15.3 2013 gemeinde
777151 13612 9688 3924 71.2 Marktoberdorf, St E 70 0.7 9618 4979 51.8 1443 15 569 5.9 255 2.7 2372 24.7 2013 gemeinde
777151 13612 9688 3924 71.2 Marktoberdorf, St Z 82 0.8 9606 4904 51.1 1627 16.9 633 6.6 291 3 2151 22.4 2013 gemeinde
779177 1023 765 258 74.8 Marktoffingen E 10 1.3 755 574 76 85 11.3 25 3.3 22 2.9 49 6.5 2013 gemeinde
779177 1023 765 258 74.8 Marktoffingen Z 6 0.8 759 517 68.1 80 10.5 37 4.9 18 2.4 107 14.1 2013 gemeinde
479136 13721 8786 4935 64 Marktredwitz, GKSt E 83 0.9 8703 4257 48.9 3115 35.8 374 4.3 420 4.8 537 6.2 2013 gemeinde
479136 13721 8786 4935 64 Marktredwitz, GKSt Z 105 1.2 8681 3861 44.5 2524 29.1 439 5.1 445 5.1 1412 16.3 2013 gemeinde
476183 3114 2131 983 68.4 Marktrodach, M E 23 1.1 2108 1099 52.1 591 28 96 4.6 54 2.6 268 12.7 2013 gemeinde
476183 3114 2131 983 68.4 Marktrodach, M Z 21 1 2110 945 44.8 598 28.3 99 4.7 60 2.8 408 19.3 2013 gemeinde
172124 1316 894 422 67.9 Marktschellenberg, M E 3 0.3 891 560 62.9 161 18.1 93 10.4 21 2.4 56 6.3 2013 gemeinde
172124 1316 894 422 67.9 Marktschellenberg, M Z 5 0.6 889 491 55.2 133 15 92 10.3 22 2.5 151 17 2013 gemeinde
477139 1173 877 296 74.8 Marktschorgast, M E 9 1 868 422 48.6 260 30 27 3.1 32 3.7 127 14.6 2013 gemeinde
477139 1173 877 296 74.8 Marktschorgast, M Z 10 1.1 867 397 45.8 235 27.1 43 5 37 4.3 155 17.9 2013 gemeinde
675149 1462 995 467 68.1 Marktsteft, St E 14 1.4 981 518 52.8 250 25.5 54 5.5 41 4.2 118 12 2013 gemeinde
675149 1462 995 467 68.1 Marktsteft, St Z 9 0.9 986 456 46.2 240 24.3 58 5.9 42 4.3 190 19.3 2013 gemeinde
478144 1254 877 377 69.9 Marktzeuln, M E 10 1.1 867 531 61.2 189 21.8 30 3.5 19 2.2 98 11.3 2013 gemeinde
478144 1254 877 377 69.9 Marktzeuln, M Z 7 0.8 870 475 54.6 189 21.7 35 4 31 3.6 140 16.1 2013 gemeinde
572141 1201 1029 172 85.7 Marloffstein E 7 0.7 1022 581 56.8 221 21.6 73 7.1 28 2.7 119 11.6 2013 gemeinde
572141 1201 1029 172 85.7 Marloffstein Z 10 1 1019 471 46.2 197 19.3 98 9.6 20 2 233 22.9 2013 gemeinde
674171 2846 2028 818 71.3 Maroldsweisach, M E 21 1 2007 1036 51.6 632 31.5 70 3.5 59 2.9 210 10.5 2013 gemeinde
674171 2846 2028 818 71.3 Maroldsweisach, M Z 27 1.3 2001 916 45.8 623 31.1 73 3.6 66 3.3 323 16.1 2013 gemeinde
189129 2483 1743 740 70.2 Marquartstein E 16 0.9 1727 998 57.8 327 18.9 171 9.9 110 6.4 121 7 2013 gemeinde
189129 2483 1743 740 70.2 Marquartstein Z 14 0.8 1729 845 48.9 312 18 198 11.5 61 3.5 313 18.1 2013 gemeinde
675150 812 642 170 79.1 Martinsheim E 7 1.1 635 356 56.1 109 17.2 77 12.1 19 3 74 11.7 2013 gemeinde
675150 812 642 170 79.1 Martinsheim Z 4 0.6 638 336 52.7 113 17.7 63 9.9 18 2.8 108 16.9 2013 gemeinde
779178 1960 1370 590 69.9 Marxheim E 15 1.1 1355 916 67.6 167 12.3 70 5.2 71 5.2 131 9.7 2013 gemeinde
779178 1960 1370 590 69.9 Marxheim Z 13 0.9 1357 870 64.1 152 11.2 75 5.5 33 2.4 227 16.7 2013 gemeinde
178140 2286 1761 525 77 Marzling E 14 0.8 1747 758 43.4 253 14.5 419 24 30 1.7 287 16.4 2013 gemeinde
178140 2286 1761 525 77 Marzling Z 10 0.6 1751 770 44 262 15 277 15.8 45 2.6 397 22.7 2013 gemeinde
672131 3724 2814 910 75.6 Maßbach, M E 23 0.8 2791 1118 40.1 1152 41.3 154 5.5 145 5.2 222 8 2013 gemeinde
672131 3724 2814 910 75.6 Maßbach, M Z 23 0.8 2791 1251 44.8 749 26.8 160 5.7 159 5.7 472 16.9 2013 gemeinde
277133 3007 1845 1162 61.4 Massing, M E 16 0.9 1829 1216 66.5 250 13.7 85 4.6 50 2.7 228 12.5 2013 gemeinde
277133 3007 1845 1162 61.4 Massing, M Z 12 0.7 1833 1156 63.1 238 13 85 4.6 50 2.7 304 16.6 2013 gemeinde
178142 2152 1595 557 74.1 Mauern E 13 0.8 1582 889 56.2 207 13.1 196 12.4 31 2 259 16.4 2013 gemeinde
178142 2152 1595 557 74.1 Mauern Z 7 0.4 1588 847 53.3 220 13.9 112 7.1 34 2.1 375 23.6 2013 gemeinde
777152 2369 1851 518 78.1 Mauerstetten E 20 1.1 1831 1198 65.4 219 12 125 6.8 47 2.6 242 13.2 2013 gemeinde
777152 2369 1851 518 78.1 Mauerstetten Z 10 0.5 1841 1094 59.4 246 13.4 151 8.2 37 2 313 17 2013 gemeinde
272134 1927 1175 752 61 Mauth E 17 1.4 1158 616 53.2 329 28.4 46 4 36 3.1 131 11.3 2013 gemeinde
272134 1927 1175 752 61 Mauth Z 13 1.1 1162 577 49.7 329 28.3 33 2.8 34 2.9 189 16.3 2013 gemeinde
376141 8688 5703 2985 65.6 Maxhütte-Haidhof, St E 48 0.8 5655 2549 45.1 2029 35.9 312 5.5 228 4 537 9.5 2013 gemeinde
376141 8688 5703 2985 65.6 Maxhütte-Haidhof, St Z 75 1.3 5628 2468 43.9 1688 30 277 4.9 267 4.7 928 16.5 2013 gemeinde
773153 751 583 168 77.6 Medlingen E 12 2.1 571 362 63.4 111 19.4 33 5.8 12 2.1 53 9.3 2013 gemeinde
773153 751 583 168 77.6 Medlingen Z 8 1.4 575 324 56.3 107 18.6 23 4 15 2.6 106 18.4 2013 gemeinde
473144 3132 2467 665 78.8 Meeder E 13 0.5 2454 1314 53.5 752 30.6 106 4.3 67 2.7 215 8.8 2013 gemeinde
473144 3132 2467 665 78.8 Meeder Z 14 0.6 2453 1263 51.5 550 22.4 179 7.3 93 3.8 368 15 2013 gemeinde
779180 666 515 151 77.3 Megesheim E 6 1.2 509 394 77.4 55 10.8 15 2.9 10 2 35 6.9 2013 gemeinde
779180 666 515 151 77.3 Megesheim Z 9 1.7 506 358 70.8 57 11.3 24 4.7 8 1.6 59 11.7 2013 gemeinde
472164 1149 781 368 68 Mehlmeisel E 6 0.8 775 477 61.5 197 25.4 24 3.1 12 1.5 65 8.4 2013 gemeinde
472164 1149 781 368 68 Mehlmeisel Z 5 0.6 776 407 52.4 203 26.2 21 2.7 17 2.2 128 16.5 2013 gemeinde
171124 1730 1335 395 77.2 Mehring E 6 0.4 1329 842 63.4 244 18.4 78 5.9 21 1.6 144 10.8 2013 gemeinde
171124 1730 1335 395 77.2 Mehring Z 6 0.4 1329 758 57 246 18.5 78 5.9 26 2 221 16.6 2013 gemeinde
577150 671 534 137 79.6 Meinheim E 3 0.6 531 325 61.2 112 21.1 43 8.1 9 1.7 42 7.9 2013 gemeinde
577150 671 534 137 79.6 Meinheim Z 5 0.9 529 268 50.7 104 19.7 69 13 13 2.5 75 14.2 2013 gemeinde
772177 8495 5997 2498 70.6 Meitingen, M E 72 1.2 5925 3440 58.1 1197 20.2 406 6.9 182 3.1 700 11.8 2013 gemeinde
772177 8495 5997 2498 70.6 Meitingen, M Z 51 0.9 5946 3047 51.2 1124 18.9 454 7.6 202 3.4 1119 18.8 2013 gemeinde
673142 4542 3193 1349 70.3 Mellrichstadt, St E 31 1 3162 1915 60.6 628 19.9 190 6 134 4.2 295 9.3 2013 gemeinde
673142 4542 3193 1349 70.3 Mellrichstadt, St Z 29 0.9 3164 1680 53.1 581 18.4 204 6.4 122 3.9 577 18.2 2013 gemeinde
471159 7172 5175 1997 72.2 Memmelsdorf E 54 1 5121 2822 55.1 1186 23.2 257 5 200 3.9 656 12.8 2013 gemeinde
471159 7172 5175 1997 72.2 Memmelsdorf Z 52 1 5123 2540 49.6 1155 22.5 348 6.8 234 4.6 846 16.5 2013 gemeinde
764000 29909 19125 10784 63.9 Memmingen, Krfr. St E 177 0.9 18948 9552 50.4 4777 25.2 974 5.1 539 2.8 3106 16.4 2013 gemeinde
764000 29909 19125 10784 63.9 Memmingen, Krfr. St Z 179 0.9 18946 9107 48.1 3883 20.5 1414 7.5 696 3.7 3846 20.3 2013 gemeinde
778171 2022 1346 676 66.6 Memmingerberg E 11 0.8 1335 703 52.7 287 21.5 47 3.5 42 3.1 256 19.2 2013 gemeinde
778171 2022 1346 676 66.6 Memmingerberg Z 7 0.5 1339 688 51.4 246 18.4 65 4.9 47 3.5 293 21.9 2013 gemeinde
279127 4683 3064 1619 65.4 Mengkofen E 32 1 3032 1819 60 526 17.3 118 3.9 56 1.8 513 16.9 2013 gemeinde
279127 4683 3064 1619 65.4 Mengkofen Z 22 0.7 3042 1719 56.5 477 15.7 133 4.4 79 2.6 634 20.8 2013 gemeinde
771145 2347 1838 509 78.3 Merching E 20 1.1 1818 1052 57.9 298 16.4 141 7.8 50 2.8 277 15.2 2013 gemeinde
771145 2347 1838 509 78.3 Merching Z 10 0.5 1828 969 53 259 14.2 149 8.2 46 2.5 405 22.2 2013 gemeinde
771146 10358 7457 2901 72 Mering, M E 53 0.7 7404 3805 51.4 1686 22.8 713 9.6 234 3.2 966 13 2013 gemeinde
771146 10358 7457 2901 72 Mering, M Z 35 0.5 7422 3484 46.9 1510 20.3 711 9.6 262 3.5 1455 19.6 2013 gemeinde
571177 2129 1478 651 69.4 Merkendorf, St E 17 1.2 1461 817 55.9 265 18.1 97 6.6 61 4.2 221 15.1 2013 gemeinde
571177 2129 1478 651 69.4 Merkendorf, St Z 8 0.5 1470 712 48.4 254 17.3 137 9.3 69 4.7 298 20.3 2013 gemeinde
779181 2949 2070 879 70.2 Mertingen E 21 1 2049 1154 56.3 359 17.5 121 5.9 171 8.3 244 11.9 2013 gemeinde
779181 2949 2070 879 70.2 Mertingen Z 11 0.5 2059 1110 53.9 341 16.6 150 7.3 69 3.4 389 18.9 2013 gemeinde
671141 1745 1260 485 72.2 Mespelbrunn E 27 2.1 1233 772 62.6 233 18.9 52 4.2 30 2.4 146 11.8 2013 gemeinde
671141 1745 1260 485 72.2 Mespelbrunn Z 17 1.3 1243 715 57.5 208 16.7 70 5.6 33 2.7 217 17.5 2013 gemeinde
271132 3300 2235 1065 67.7 Metten, M E 23 1 2212 1288 58.2 363 16.4 122 5.5 70 3.2 369 16.7 2013 gemeinde
271132 3300 2235 1065 67.7 Metten, M Z 21 0.9 2214 1187 53.6 398 18 134 6.1 65 2.9 430 19.4 2013 gemeinde
183127 2509 1703 806 67.9 Mettenheim E 12 0.7 1691 1182 69.9 213 12.6 73 4.3 36 2.1 187 11.1 2013 gemeinde
183127 2509 1703 806 67.9 Mettenheim Z 12 0.7 1691 1013 59.9 244 14.4 83 4.9 45 2.7 306 18.1 2013 gemeinde
478145 5327 3579 1748 67.2 Michelau i.OFr. E 32 0.9 3547 2080 58.6 894 25.2 96 2.7 99 2.8 378 10.7 2013 gemeinde
478145 5327 3579 1748 67.2 Michelau i.OFr. Z 36 1 3543 1820 51.4 949 26.8 134 3.8 101 2.9 539 15.2 2013 gemeinde
678157 882 645 237 73.1 Michelau i.Steigerwald E 17 2.6 628 410 65.3 91 14.5 33 5.3 23 3.7 71 11.3 2013 gemeinde
678157 882 645 237 73.1 Michelau i.Steigerwald Z 15 2.3 630 385 61.1 82 13 37 5.9 18 2.9 108 17.1 2013 gemeinde
372142 1387 977 410 70.4 Michelsneukirchen E 10 1 967 720 74.5 93 9.6 15 1.6 16 1.7 123 12.7 2013 gemeinde
372142 1387 977 410 70.4 Michelsneukirchen Z 18 1.8 959 636 66.3 81 8.4 31 3.2 22 2.3 189 19.7 2013 gemeinde
772178 1069 718 351 67.2 Mickhausen E 4 0.6 714 454 63.6 83 11.6 45 6.3 38 5.3 94 13.2 2013 gemeinde
772178 1069 718 351 67.2 Mickhausen Z 4 0.6 714 420 58.8 79 11.1 39 5.5 45 6.3 131 18.3 2013 gemeinde
182125 8318 5840 2478 70.2 Miesbach, St E 86 1.5 5754 3162 55 1071 18.6 474 8.2 168 2.9 879 15.3 2013 gemeinde
182125 8318 5840 2478 70.2 Miesbach, St Z 37 0.6 5803 3035 52.3 907 15.6 450 7.8 159 2.7 1252 21.6 2013 gemeinde
372143 1861 1256 605 67.5 Miltach E 6 0.5 1250 845 67.6 201 16.1 52 4.2 15 1.2 137 11 2013 gemeinde
372143 1861 1256 605 67.5 Miltach Z 7 0.6 1249 738 59.1 167 13.4 70 5.6 23 1.8 251 20.1 2013 gemeinde
676139 6777 4637 2140 68.4 Miltenberg, St E 57 1.2 4580 2464 53.8 1009 22 316 6.9 167 3.6 624 13.6 2013 gemeinde
676139 6777 4637 2140 68.4 Miltenberg, St Z 60 1.3 4577 2251 49.2 980 21.4 362 7.9 180 3.9 804 17.6 2013 gemeinde
778173 10465 6656 3809 63.6 Mindelheim, St E 73 1.1 6583 3864 58.7 1052 16 338 5.1 181 2.7 1148 17.4 2013 gemeinde
778173 10465 6656 3809 63.6 Mindelheim, St Z 67 1 6589 3529 53.6 1083 16.4 418 6.3 204 3.1 1355 20.6 2013 gemeinde
176147 1270 1013 257 79.8 Mindelstetten E 4 0.4 1009 776 76.9 90 8.9 35 3.5 15 1.5 93 9.2 2013 gemeinde
176147 1270 1013 257 79.8 Mindelstetten Z 5 0.5 1008 702 69.6 100 9.9 33 3.3 15 1.5 158 15.7 2013 gemeinde
375170 3818 2676 1142 70.1 Mintraching E 22 0.8 2654 1531 57.7 386 14.5 118 4.4 67 2.5 552 20.8 2013 gemeinde
375170 3818 2676 1142 70.1 Mintraching Z 30 1.1 2646 1526 57.7 362 13.7 125 4.7 71 2.7 562 21.2 2013 gemeinde
780127 1116 804 312 72 Missen-Wilhams E 5 0.6 799 517 64.7 92 11.5 52 6.5 30 3.8 108 13.5 2013 gemeinde
780127 1116 804 312 72 Missen-Wilhams Z 7 0.9 797 445 55.8 76 9.5 57 7.2 33 4.1 186 23.3 2013 gemeinde
472166 1260 975 285 77.4 Mistelbach E 6 0.6 969 493 50.9 344 35.5 58 6 26 2.7 48 5 2013 gemeinde
472166 1260 975 285 77.4 Mistelbach Z 3 0.3 972 455 46.8 328 33.7 60 6.2 25 2.6 104 10.7 2013 gemeinde
472167 2973 2166 807 72.9 Mistelgau E 17 0.8 2149 1332 62 512 23.8 107 5 52 2.4 146 6.8 2013 gemeinde
